Tweet_count,Username,Text,Created_at,number_of_tweets,number_of_likes
1855755149433520279,SciencePhotoLibrary,"Genetically-engineered CAR-T cells used to treat lymphoblastic leukaemia. 

They are the basis of a new therapy that uses T-lymphocyte white blood cells from the patient's blood. 

C: Nanoflight (R) Movie, Stefan Diller
https://t.co/tOb0SqQnRJ 

#cancer #genetics #oncology https://t.co/61FT5WAvOy",Sun Nov 10 23:31:20 +0000 2024,2,4
1855837675275649380,Eveline Ruehlin,"🧠 Cells Beyond the #Brain Show Surprising #Memory Abilities

Source: @nyuniversity 
By @NeuroscienceNew 

#Neuroscience #Genetics #Cognitive #Organs  #HealthTech 

👉https://t.co/Fp8ulrgIQ8

[groundbreaking] …#cells from other parts of the body also #perform a #memory https://t.co/j73B86Xj5S",Mon Nov 11 04:59:16 +0000 2024,27,35
1854907212063244406,Prof Mariya Moosajee,"It was an absolute pleasure to present @GoshSight Visiting Professor Day, an update on ophthalmic #genetics from “my” lab to clinic! Lots of great examples how we have better understood #diseases, their impact on the #eye &amp; body to improve patient care! @UCLeye @Moorfields https://t.co/DGtOU7DY5O",Fri Nov 08 15:21:56 +0000 2024,1,14
1854546689983397984,Amanda Perl,Neither the snow nor the construction will keep us from the great science at #ASHG24 @GeneticsSociety @Medscape @medpagetoday #humangenetics #genetics https://t.co/LM2sLQGmMr,Thu Nov 07 15:29:21 +0000 2024,2,6
1854570706161500392,Verne Bio,"- If the males show indications of good #genetics, breed them!
- Concentrates 
- Quality cloths from their fibers
- Enjoy them as #edibles

What do you do with your male plants?

#male #plants #askverne #vernebio #CannabisIndustry #cannabisculture #cannabiscommunity #cannabis https://t.co/qD3ggnxW96",Thu Nov 07 17:04:47 +0000 2024,0,4
1854898077510902067,RDAR (Results Driven Agriculture Research),"Yesterday, @rdar_ceo &amp; @Go4theBeef joined in on Farm Fair, where Alberta Minister @RjSigurdson and First Nations Elders welcomed and blessed a gathering of #beef #genetics and purebred producers, #Alberta ranchers, and international buyers from 19 nations. #AbAg https://t.co/wckej11iUh",Fri Nov 08 14:45:38 +0000 2024,0,3
1853366258256724207,Stefan Barakat,"#ASHG24 here we go! Looking forward to an exciting week of genetics in #Denver, and meeting many colleagues and friends from all over the world 
#genetics #raredisease #science https://t.co/Jr9NCJmTj7",Mon Nov 04 09:18:44 +0000 2024,0,6
1855543420632395807,GENIAL Project,Excited to share that WP2 is diving into how genetic variations from WP1 interact with environmental factors to better understand and prevent alcohol-related liver cancer (ALD-HCC). Stay tuned for insights and exciting updates on key milestones!🧬#LiverCancer #Genetics https://t.co/07QiK15QdA,Sun Nov 10 09:30:00 +0000 2024,1,2
1853742743975072106,Genes & Health,"Summary statistics from our recent paper ""Genetic architecture of routinely acquired blood tests in a British South Asian cohort"" now available via GWAS Catalog https://t.co/DDKtmM1crS

https://t.co/YwrksdZ4BH",Tue Nov 05 10:14:45 +0000 2024,5,8
1854962180459815401,Genetics Society of America,"New work from @drbentu in #GENETICS identifies cysteine residues in Met30 that sense sulfur availability in the cell, explaining how Met30 senses sulfur metabolites and thus regulates amino acid synthesis via regulation of the Met4 transcription factor.

https://t.co/qXBSS5WOut https://t.co/Sqh2meubkg",Fri Nov 08 19:00:22 +0000 2024,0,3
1855873847293276364,European Society of Human Genetics (ESHG),"Three more weeks to re-watch your favourite sessions and presentations on the #eshg2024 virtual platform: https://t.co/uuv3wiGRx0…If you are not registered, you can still do so online until Friday, 15 November 2024, and benefit from all on-demand content! #genetics #genomes",Mon Nov 11 07:23:00 +0000 2024,2,10
1854520736565588373,FranMarco,Happy to see published (open access) my latest article in #TwinResearchandHumanGenetics. Trends in Twin Births and Survival in Rural Spain: Evidence from 18th to 20th Century | Cambridge Core - https://t.co/VOpnHogLku  #Research #History #Demography #Genetics #Twin,Thu Nov 07 13:46:13 +0000 2024,0,5
1854615715237478515,Tax guy 🇵🇹,@Globalstats11 @PicturesFoIder It not fully genetical. Its also food and sometimes height skips a generation.,Thu Nov 07 20:03:38 +0000 2024,0,46
1853826823085314494,Mike Coggan,"Thank You all for being there from day1. Trust The Process ! 😮‍💨

#CannabisCommunity #cannabisculture #cannabisgrow #420Everyday #Mmemberville #StonerFam #weedsmokers #Weedtwitter #Seeds #Genetics #Femseeds #Nonfemseeds #AutoGenetics #CannabisGrowers #Growyourown https://t.co/gJUgXIxwZJ",Tue Nov 05 15:48:51 +0000 2024,2,3
1854576663600021741,Musubi,"Colors are categorized into the gene structure, enabling a separate cross-over and mutation processes from other traits. For example, a girl child might inherit a jacket trait from their mom but use a color from their Dad. https://t.co/YdePeVl8VX",Thu Nov 07 17:28:27 +0000 2024,0,3
1853742266017264099,GenomesDAO 🧬 Genomes.eth,"The interaction between genetics and environmental/social factors can be complex, shaping unique characteristics within populations 🗺️

Which of these countries' well-known traits do you think is most impacted by the combination of genetics and lifestyle?

#Genomics $GENOME",Tue Nov 05 10:12:51 +0000 2024,2,25
1855413321714831868,Emilie ✶ 🐾,"You inherit half ur chromosomes from each parent. Parts of different chromosomes can either code for the same gene (homozygote) or different genes (heterozygote)
Every person has ~10 heterozygote genes, which if were homozygote, u wudnt be alive (cuz of diseases, mutations etc) https://t.co/xdpNVb5J5V",Sun Nov 10 00:53:02 +0000 2024,0,6
1852893171031679378,Rajesh Mohan,"RNA gene regulation is key to controlling how genes are expressed! From transcription to mRNA stability, each step ensures proteins are made right Disruptions in this process can lead to disease, but advances in RNA research are paving the way for new treatments💡 #Genetics #RNA https://t.co/4Izza0m6Bm",Sun Nov 03 01:58:51 +0000 2024,0,0
1854617910142288053,Pacific Northwest Research Institute,"Are you attending #ASHG24? Don’t miss Dr. Ritu Sinha Roy’s poster, “Novel Pathogenic Variants and Their Functional Assessment in Robinow Syndrome,” today from 2:30 – 4:30 pm! Stop by and explore groundbreaking research firsthand! @CMBCarvalho 
#Genetics  #RareDisease https://t.co/8pijXAGcnd",Thu Nov 07 20:12:21 +0000 2024,2,1
1856034342473961575,DNA Today: A Genetics Podcast,"We’re back from #ASHG24 and released our recap on the podcast!

Dive into the highlights including a new view on Mendel’s peas 🌱 and insights on #SickleCell genetics 🧬

Tune in to episode #314 of DNA Today! 🎧 https://t.co/2ArKT29TOY

#Genetics #ASHG @GeneticsSociety https://t.co/bi9D3lyGQK",Mon Nov 11 18:00:45 +0000 2024,0,0
1852378428529328524,TAMU Genetics and Genomics,"Join the #GGSA Mendelian Mingle before the G2 seminar at 3:30 p.m. outside the #TAMUGENE office on Monday, November 4th.

Don't miss our invited speaker, Dr. Marija Kundakovic, from the Department of Biological Sciences at Fordham University!

#science #genetics https://t.co/0iNlJFveDG",Fri Nov 01 15:53:27 +0000 2024,2,3
1854208693530767642,SynBioBeta,"Eye-opening insights from Craig Venter &amp; Linda Avey at #SynBioBeta2024: 
🔹 5% of people over 50 have an undiagnosed major tumor. 
🔹 1% under 60 have a brain aneurysm.
Early detection can lead to simple treatments.
#Genetics #HealthTech #EarlyDetection https://t.co/SbW4dpyv88",Wed Nov 06 17:06:16 +0000 2024,0,1
1854549031189712912,Institute for Genome Sciences,"Did you know that Maryland Genomics @MDGenomics sequences samples from labs around the world? 

Stope by booth #1009 at #ASHG24 #ASHG2024 to learn about our services &amp; how we can help you with your project big or small: https://t.co/2Zq94Yxp3V

#microbiome #Genomics #genetics https://t.co/rFXFIhrpAZ",Thu Nov 07 15:38:39 +0000 2024,2,1
1854805648200155234,IJMS MDPI,"🌟#LatestPaper  
📚Dilated Cardiomyopathy: A Genetic Journey from Past to Future

🔗https://t.co/8PgHMnoNJT
👨‍🔬By Dr. Noah A. Newman and Dr. Michael A. Burke
 
@MDPIOpenAccess 
@MDPIBiologySubj  

#Cardiomyopathy #HeartFailure #Genetics https://t.co/FFl56n7as7",Fri Nov 08 08:38:21 +0000 2024,1,1
1855225695053418665,Shibasis Rath,"🧬 Dive into the Major Histocompatibility Complex (MHC) Explore how this essential part of our immune system helps protect us from pathogens and shapes our genetic diversity.
Read more 👉 https://t.co/MCRplWfM1V
#Immunology #Genetics #ScienceExplained #healthplanet
#immunotherapy",Sat Nov 09 12:27:28 +0000 2024,1,1
1854350574965112846,GeneticEducation,"Chromosomes are structures in our cells that hold DNA, carrying instructions for how we look, grow, and function. Humans have 46 of them, getting half from each parent. 📚

#Genetics #Chromosomes #ScienceExplained https://t.co/XtDQzKWou0",Thu Nov 07 02:30:03 +0000 2024,0,0
1855953356138655894,QPS,"Could the genetic alteration of a cow's microbiome reduce methane emissions? Read the #QPS blog post to learn how scientists are using genetics to reduce greenhouse gas emissions from cattle.   #genetics

https://t.co/RbDF1RScO4",Mon Nov 11 12:38:56 +0000 2024,0,0
1854992473468129763,ImmUnity Canada,"This week, Andrea talks to experts Dr. Thierry Lacaze &amp;Breanne Stewart from RareKids CAN about the importance of clinical trials for rare disease patients &amp; families &amp; what they are doing to bring change

#immunodeficeincy #genetherapy #research #dna #clinicaltrials #genetics https://t.co/GSBKoSfdO9",Fri Nov 08 21:00:44 +0000 2024,0,0
1852410852344807914,European Supermarket Magazine,"🌾 Ever wondered why we can't resist carbs? 🍞 Recent research from the @UBuffalo and The Jackson Laboratory reveals our love for starchy foods may trace back 800,000 years! 

#genetics #food #cravings #starch #carbohydrates

https://t.co/sEmmmyNIpg",Fri Nov 01 18:02:17 +0000 2024,0,3
1854425560971391344,Frontiers - Genetics,New Research: Genomic regions and biological mechanisms underlying climatic resilience traits derived from automatically-recorded vaginal temperature in lactating sows under heat stress conditions https://t.co/EQCXydjgst #FrontiersIn #Genetics,Thu Nov 07 07:28:01 +0000 2024,0,0
1853512600950124765,Securiti,"How is @Regeneron using data to transform drug discovery? Our latest interview with Dr. Jeffrey Reid dives deep into their unique approach &amp; the power of #AI in healthcare. Don't miss out! https://t.co/WVR2yyLSma

#Regeneron #Genetics #HealthcareAI #DataManagement https://t.co/BPu0JWLiCS",Mon Nov 04 19:00:15 +0000 2024,0,0
1852742464303419901,Finding Genius Podcast,"🦧 👨🤝Join with Professor Sreetharan Kanthaswamy from Arizona State University to discover how human activities impact primate genetics, the role of wildlife forensics. 🌿✨@CNPRCresearch

🎶  https://t.co/fetoipB6nv

@ApplePodcasts🍎: https://t.co/vvIr3K8aqk

#Genetics https://t.co/MC8EC9fzop",Sat Nov 02 16:00:00 +0000 2024,0,0
1852194448400318617,AL Lujon,"@lrishjake @hielevationseed This is True  ⬆️⬆️

I think confusion came from his replies to you

And me misunderstanding the bragging part ...

We both agree that 

You need to #Pheno hunt to be able to provide Stable Genetics

That both @lrishjake
And @hielevationseed

Grow Pure 🔥🔥 Stable #Genetics https://t.co/FuAu5akn2y",Fri Nov 01 03:42:23 +0000 2024,0,3
1854090094115758368,Made of Genes,"#MadeofGenesResearch 🔬 La genética como clave en la pérdida de peso con el #ejercicio 🧬

Un estudio revela que 17 variantes genéticas determinan en gran parte la respuesta al ejercicio. Personalizar programas según la genética podría ser clave vs. #obesidad. 

#SaludMultimodal https://t.co/CAxgXkay1B",Wed Nov 06 09:15:00 +0000 2024,0,0
1852757744702349471,The ObG Project,"What are the underlying genetic causes of colonic polyposis? There's more than just FAP.  A guideline summary from @PcMEDProject, our sister site for primary care, including patient management 

https://t.co/eKqdmWULlu 

#gicancer #genetics #medTwitter",Sat Nov 02 17:00:43 +0000 2024,1,3
1852833098473345076,Douglas Pierre,#Genetics The world’s oldest tree? Genetic analysis traces evolution of iconic Pando forest A vast colony of aspen clones could hold clues about how ancient organisms protect their genomes from harmful mutations. https://t.co/bOwudXjQsh,Sat Nov 02 22:00:09 +0000 2024,0,0
1853523146319810948,Gary McFarlane,The world’s oldest tree? Genetic analysis traces evolution of iconic Pando forest - could hold clues about how ancient organisms protect their genomes from harmful mutations. https://t.co/VzKDGLjeO0 via @nature #genetics #evolution #science #SciChat,Mon Nov 04 19:42:09 +0000 2024,2,1
1854946370404151692,Boas Pucker,"Excited to share that our work on the tillandsioids' transition from land to air got published:
https://t.co/uvQ9WB9Hx1
#transcriptomics #evolution https://t.co/gl9mH1oeZI",Fri Nov 08 17:57:32 +0000 2024,57,176
1852686486123978887,Dogs_Historian - Giovanni Padrone 🇺🇦🇮🇱,"Discover the origins and evolution of the dog by reading my books that talk about it. From the first dogs of 40,000 years ago, to the Inca dogs of the 16th century, passing through the various cultures and civilizations of the past #dogs #History #art #Archaeology #EVOLution https://t.co/nfIxZJr0FL",Sat Nov 02 12:17:34 +0000 2024,0,6
1853052059345449281,New Phytologist,"#TansleyReview #Potassium extrusion by plant cells: #evolution from an emergency valve to a driver of long-distance transport

Hmidi et al.

📖 https://t.co/PcF3bk9yWY https://t.co/EvYWPsg4cz",Sun Nov 03 12:30:13 +0000 2024,19,111
1853857738025275812,Pawel Burkhardt,"Thrilled to see our latest work on ctenophore reverse development featured on the cover of @PNASNews 🤩 Work supported by @MSarsCentre, @UiB, @ERC_Research #ctenophores #evolution #rejuvenation👏👏👏@JoanJSoto &amp; stunning📸from @Alexandre4_Jan
https://t.co/SN51L73kPG https://t.co/WJoZnOitsz",Tue Nov 05 17:51:42 +0000 2024,38,185
1855961328873029854,Prehistoric Wirral,💫Just delivered📚 'Our Human History' and 'Britain One Million Years of the Human Story' by @ChrisStringer65 the latest revised &amp; updated 2024 editions. Direct from @NHM_London very swift delivery👍😊 #archaeology #humanhistory #evolution #books https://t.co/cAuzSmDn1X,Mon Nov 11 13:10:37 +0000 2024,0,3
1855969501143081197,Sara Regester,"#Shamanism comes from the indigenous cultures to align with the worlds of Grandmother Earth, the elements and the powers of creation to heal and transform. Shamanic wisdom and alchemical rituals are embedded into my programs to create deep transformation. #FiveHauquas #Evolution https://t.co/AsPvPCLbGC",Mon Nov 11 13:43:05 +0000 2024,0,0
1852391892551356563,ACID DEATH (official),"ACID DEATH – Evolution
So…It Begins!!
    A new, exciting journey just begins, starting from the legendary SIERRA Studios. Mr. Kostas Alexakis prepares his weapons. Drums Recording!
#AcidDeath #Recordings #Evolution #DeathMetal https://t.co/4dMZfT4L2i",Fri Nov 01 16:46:57 +0000 2024,0,2
1856014036204433523,Medical Xpress,"New research shows colorectal tumors originate from multiple cells, challenging the classical clonal #evolution theory. This polyclonal #origin may inform strategies to prevent #cancer progression. @nature https://t.co/IRJXJWSaWa https://t.co/cS0DWvgrhh",Mon Nov 11 16:40:03 +0000 2024,7,11
1854399633394696447,【Flower pictures🌺🌼🌻 & Spiritual truth】楽しいスピ,"I can do a reaction different from the previous one.
Because my consciousness evolved.

前とは違った反応ができる。
意識が進化したから。
#evolution #進化 #consciousness #意識 https://t.co/bQbZe3zfhr",Thu Nov 07 05:45:00 +0000 2024,0,0
1852189515601027524,Staffan Carle,"Changes. Internal and external. #World #development, external images from a common ""reality"". Seemingly destructive. Internally at least. Children playing in the park, unaware of the sky above them or the grass growing at their feet. Games, #wars. #Evolution. Participation.
#Life",Fri Nov 01 03:22:47 +0000 2024,3,9
1855659128707797384,Matteo Zoccheddu,"I found a bunch of old drawings and they are a combination of funny and scary 😅

This is from 1997. 

Say ""hi"" if you were already alive back then 😁

#relic #oldstuff #myprogress #zok_art #evolution https://t.co/PLE2fmYd4q",Sun Nov 10 17:09:47 +0000 2024,0,2
1855862480410681447,Roundglass Sustain,"(1/3)
Living on the forest floor but breeding in tree holes, this evolutionary wonder is named in honour of the father of evolution, Charles Darwin.

Text &amp; Photos by: Naveen R S https://t.co/aDKI9ZO5jt",Mon Nov 11 06:37:50 +0000 2024,0,2
1855241320270647644,Mr Saha,"Darwin defined evolution as ""descent with modification,"" the idea that species change over time, give rise to new species, and share a common ancestor.

The mechanism that Darwin proposed for evolution is natural selection. https://t.co/5vlEO0epc4",Sat Nov 09 13:29:34 +0000 2024,5,20
1854338459592483084,JSE,"This new report on #genomic resources and #phylogenetic contributions in Oxalis from desert fog oases in Peru represents a significant #development for future studies in the species.
https://t.co/n32SubtZwp @WileyEcolEvol #JSE #PlantSci #evolution #ecology #biogeography https://t.co/sd4mrvpsEv",Thu Nov 07 01:41:55 +0000 2024,3,8
1852359983637139462,NATE,"Join us at NATE UNITE 2025, NATE's 30-Year Celebration in Raleigh, North Carolina! Hear from President Todd Schlekeway on how NATE is evolving with the industry. https://t.co/KQ3UdkNih2 #NATE30Year #Evolution #Growth #ExpoHall #TowerClimbers #Safety https://t.co/D6KSVYy3QI",Fri Nov 01 14:40:09 +0000 2024,0,1
1855530298941075877,Venkat.Eshwar,"#NewsAroundTheWorld🌎#Discovery
1916-2025: BMW evolved from aircraft engines to motorcycles, then iconic cars. Known for performance, luxury, and innovation. Today, leading in tech and electric vehicles. 
#BMW #Indiatoday #Evolution #LuxuryCars #Innovation #Ai https://t.co/E7LRSa8ux0",Sun Nov 10 08:37:52 +0000 2024,0,0
1852361201855942769,Earth BioGenome Project,"LIVE at #BG24 : Learn more about a #Divergence of X and Y: #evolution of #Great #Ape sex #chromosomes from speaker Brandon Pickett, Genome Informatics Section, NHGRI, NIH, USA

Register TODAY so you can have access to all the recorded #BG24 sessions from this week https://t.co/l9e5gDYlrc",Fri Nov 01 14:45:00 +0000 2024,0,1
1853648730676736289,Bonga - Bonk's Sister CTO 🏅,"🐾 Old BONGA vs. New BONGA 🐾
Which BONGA Do You Prefer?

From the chill hippie dog to a radiant Shiba Inu $BONGA has evolved! Which style speaks to you?

Cast your vote in the comments, either the original vibes or the new energy! #OldVsNewBonga #Crypto #solana #Bonga #evolution https://t.co/OqZlrFOrRG",Tue Nov 05 04:01:11 +0000 2024,2,11
1852387627414257792,Earth BioGenome Project,"LIVE at #BG24 : Inês Dias from i3S - Institute for Research and Innovation in Health, University of Porto dissects how #dividing #cells adapt to #karyotypic #evolution using #Asian Muntjac Deer as model #systems https://t.co/o3RLqmj7Uo",Fri Nov 01 16:30:00 +0000 2024,0,0
1852190330797384042,SBGillani,"Nevertheless, His Names and Attributes are His. We are Not. He is. Without turning our faces to the ""Source"" of E in the above equation, we're getting nowhere.

#Tawheed is about the #evolution of human #consciousness. Rising up from the mud, above the Fire, into the Light. https://t.co/5ieqVSrNto",Fri Nov 01 03:26:01 +0000 2024,0,0
1852496739179417780,Pedro Tarroso,"Ecological Niche Modeling Tutorial with R 🌍

Covers the basics with presence data cleaning, raster processing, variable selection, modeling and projection 👇

🔗 Online: https://t.co/4SaiU1siIh
📄 PDF: https://t.co/vrQ4opW1o2

#Ecology #Biodiversity #Modeling #OpenScience #GIS",Fri Nov 01 23:43:35 +0000 2024,171,686
1853785490199077330,VIRTIGATION - save tomatoes & cucurbits from virus,Large gaps remain in understanding the mechanisms that govern #PlantVirus disease #ecology. A new 🇪🇸paper in the @NewPhyt journal found that #PlantVirus community structuring is shaped by habitat heterogeneity &amp; traits for host plant resource utilisation: https://t.co/64QpfpURc9 https://t.co/v0HSDA6035,Tue Nov 05 13:04:37 +0000 2024,1,15
1855361017229787597,Royal Society Publishing,#Microbiome transfer from native to invasive species may increase #invasion risk https://t.co/pdqWIylkFd #ProcB #OpenAccess #Ecology https://t.co/UygdW0lF5q,Sat Nov 09 21:25:12 +0000 2024,2,7
1852421448884732269,American State Litter Scorecard: Steve Spacek,"#SanDiego #littering #ecology #Beach 
Sat. (&amp; every!) Nov. 2 is CATHY IVES' DAY in San Diego County! by SD County Supervisors. We the @litterscorecard salute her yrs of hard work, kept USA's 8th (CA's 2nd) Largest City from being on ANY ""Most Waste Littered Cities"" List in USA! https://t.co/FlMdhRxz97",Fri Nov 01 18:44:24 +0000 2024,0,1
1853303775617843625,Asian School Of The Environment,"Global #coralbleaching events are happening more often - what can we do to help protect and restore  #coral #reefs and other #marinehabitats ?
Claudia, Ettore, Nickolas, Skye and Chloé from the Aquatic #ecology class by Asst Prof @kylecoral  share more! https://t.co/EPeKiQs4q1",Mon Nov 04 05:10:27 +0000 2024,1,4
1853902767976591741,Youth and Urbanism,"In the heart of #nature lies a reminder of what we're fighting for, lush greenery, clear rivers, and thriving #biodiversity. But these precious #ecosystems are at risk due to the escalating effects of #climate_change. https://t.co/ZjPB6O2o7H",Tue Nov 05 20:50:38 +0000 2024,1,2
1854186629872624036,KIDS_DISCOVER,"Want to make #LifeScience more engaging for your #students? Our #Ecology Unit offers interactive #lessons and #Vocabulary Activities, giving your students a whole menu of resources to explore🌳 https://t.co/t2sZ7gZLAW https://t.co/XmjuPvHdTJ",Wed Nov 06 15:38:36 +0000 2024,1,15
1855907652536058288,The Loop. A Political Science Blog from @ECPR,"🏭 We often link #ClimateDenialism with far-right parties
♻️ But in a blog from @SageCQPolitics
research, Camil Ungureanu @marcsanjaume &amp; @LubardaB argue that centre-right parties, too, downplay ecological concerns, framing #ecology as 'the new communism' 
https://t.co/kqyQkACW2Z",Mon Nov 11 09:37:20 +0000 2024,3,7
1855792813578899866,Anish Banerjee,"Join @NiazulKhan , from @wii_india  and @BNHSIndia  as he talks about his research and  #conservation of the critically endangered Himalayan #Brown Bear in #Kargil.

@IndiAves @IBAbearbiology  @nbcn_india @ladakh_wildlife   #WildlifeWednesday #ecology 
https://t.co/l1N5msDK9o",Mon Nov 11 02:01:00 +0000 2024,1,2
1854613097107038718,David Omondi,"Our environment is our life support system, providing the air we breathe, the water we drink, and the ecosystems that sustain all life. Yet, it faces threats from pollution, deforestation, and climate change. By making conscious choices like reducing waste, planting trees, and https://t.co/6pkgJ0qWwQ",Thu Nov 07 19:53:14 +0000 2024,2,3
1854338459592483084,JSE,"This new report on #genomic resources and #phylogenetic contributions in Oxalis from desert fog oases in Peru represents a significant #development for future studies in the species.
https://t.co/n32SubtZwp @WileyEcolEvol #JSE #PlantSci #evolution #ecology #biogeography https://t.co/sd4mrvpsEv",Thu Nov 07 01:41:55 +0000 2024,3,8
1855921172526911925,Young Modellers in Ecology,"🦊Mark your calendars, Young Modellers! 🦊
We  are happy to announce that the next #YoMos #workshop will take place from  19.-23. May 2025 in #Ilmenau, Thüringen.  Registratrion is planned to open early next year. Check https://t.co/6cZF215snz for updates!
#ecology #science #PhD https://t.co/jjBE0X0Tog",Mon Nov 11 10:31:03 +0000 2024,0,0
1854195988560269649,Oikos,"Species diversity promotes facilitation under stressful conditions
https://t.co/QF7HewJeT3

📷Field site showing extreme conditions
© Alexandre Génin

@NordicOikos @WileyEcolEvol #plantinteractions #facilitation #dryland #biodiversity #functionaltraits #ecosystemfunctioning https://t.co/JthS50OCPo",Wed Nov 06 16:15:47 +0000 2024,14,107
1855808896214139038,Kelly Kirkland,"🚨 Just dropped in Environment &amp; Behavior! 

We find that seeing the beauty in nature may be a powerful way to inspire cooperation for environmental protection
https://t.co/coicSkJLvJ

With a top-notch team: @drbrockbastian, @PaulvanLange, @NoahChara &amp; Calypso Strauss https://t.co/gBh2e6n751",Mon Nov 11 03:04:54 +0000 2024,3,7
1854871498982559988,Journal of Applied Ecology,"Michalko et al show how local &amp; landscape factors shape pesticide distribution in agroecosystems 🌳

Highlights the need to preserve semi-natural habitats around crops to mitigate pesticide impacts, calling for landscape-scale management 📑

🔗 https://t.co/7yRdMIg3QG https://t.co/DnX4Bc8KET",Fri Nov 08 13:00:01 +0000 2024,9,24
1855757907926954369,Gary McFarlane,Frogs kick back against lethal fungus - There’s evidence that some frogs are naturally evolving resistance. https://t.co/Xhu73zFcYA Knowable Magazine #microbiology #ecology #evolution #SciChat,Sun Nov 10 23:42:18 +0000 2024,2,1
1854556466088231414,IEMA,"#GreenCareersWeek Spotlight: Ecologist

Today, we look at roles focused on the relationship between animals &amp; plants and the #environment in which they live.

Watch Oluwaseun's full video &amp; learn how to become an Ecologist: https://t.co/GRCGrnFyGh 

#GCW2024 #sustainability https://t.co/RZXTja7t8h",Thu Nov 07 16:08:12 +0000 2024,2,3
1854571677276844423,Dr William Kay (he/him),"Great to see our Education piece out in the Nov/Dec issue of the Wildlife Professional @WildlifeSociety @ChrisSuthy @TiagoALOMarques. We highlight some misunderstandings and limitations of teaching statistics, and suggest how to close the statistics education gap in ecology. https://t.co/VGlfRumtFf",Thu Nov 07 17:08:38 +0000 2024,11,43
1855372544049864980,Dave Taylor,"I've been having fun playing the new and very chill board game ""Canopy: Evergreen"" from @WeirdCityGames, currently in pre-order on the site. 1-4 players and very family friendly. I tried out the solo mode for this preview: https://t.co/tMNhe0UTbP #games #boardgames #ecology https://t.co/YYKocLdHHN",Sat Nov 09 22:11:00 +0000 2024,0,0
1852382592819134577,Dave Taylor,"I've been having fun playing the new and very chill board game ""Canopy: Evergreen"" from @WeirdCityGames, currently in pre-order on the site. 1-4 players and very family friendly. I tried out the solo mode for this preview: https://t.co/tMNhe0UTbP #games #boardgames #ecology https://t.co/v7oZQROCGr",Fri Nov 01 16:10:00 +0000 2024,0,1
1854433908454289652,Population Ecology,"&lt;FORUM&gt; #OpenAccess 
A primer of community ecology using the R language

Kohmei Kadowaki
https://t.co/1UmnHPDdZh

density dependence/ frequency dependence/ the neutral theory/ the theory of island biogeography/ the tragedy of the commons https://t.co/uDMnSNLN3E",Thu Nov 07 08:01:12 +0000 2024,1,9
1853733111839801785,Human Ecology Project,"The First Law of Ecology and Environmental Science.
Our message is so clear, everything is connected. Please Go Vegan and teach others. Thank you. 📷
#vegan #plantbasednutrition #macrobiotic #environment #health #feedtheworld #plants https://t.co/3x3xay9fv1",Tue Nov 05 09:36:29 +0000 2024,2,4
1855605232245551553,The Venus Project,"This introduction to Systems Ecology reveals why this field is indispensable for understanding our relationship with nature.

https://t.co/2REfakaD12

#thevenusproject #venusproject #oprojetovenus #elproyectovenus #resourcebasedeconomy #roxannemeadows #ПроектВенера",Sun Nov 10 13:35:37 +0000 2024,6,19
1854455590719791201,Johannes Herpell,"I'm super excited to share our Tansley Insight in @NewPhyt

We review synthetic ecology (SynEco) approaches in the plant-microbiota field and put forward the idea of ""reconstitution ecology"", a SynCom inspired way of  constructing artificial ecosystems

https://t.co/CgMV2U9jab https://t.co/usnBFebHJs",Thu Nov 07 09:27:21 +0000 2024,10,27
1854919393785888964,MCTC,"#Ecology students from MCTC recently visited Red River Gorge to stock trout. Professor Justin Weiss led students to the opportunity through connections with the Department of Fish and Wildlife Resources. https://t.co/nHOUCbSGy4.

#trout #handson #science https://t.co/7iDbgQwNf2",Fri Nov 08 16:10:20 +0000 2024,0,0
1854532455266402331,One Ecosystem,"An advanced, multi-faceted framework for natural disaster risk assessment, integrating biodiversity and archaeological sites: https://t.co/B8B4nXayZ1

#naturalhazards #riskassessment #biodiversity https://t.co/RBHa6cj7KQ",Thu Nov 07 14:32:47 +0000 2024,0,2
1855093060901777878,Volunteer,"Check out this video from @PBS: Weathered, The #Heat is On #ClimateCrisis #Ecology #Education 
#Economy 
https://t.co/uzZrdTtmr1",Sat Nov 09 03:40:26 +0000 2024,0,1
1855913435332259969,EnterpriseTimes,12 ways and firms that are leveraging AI to mitigate climate risk https://t.co/tTqq6JPpMI @AlchemyCrewLtd #ClimateChange #Ecology #Risk,Mon Nov 11 10:00:18 +0000 2024,0,0
1854101485681811567,Ecological Society of Australia,"Feeling stressed or overwhelmed? 💚 You're not alone. We know that tough times can take a toll on our mental health. If you need support, check out our resources tailored for the ecological community.

👉 https://t.co/V1F6OeFkdB #MentalHealthMatters #EcologyCommunity",Wed Nov 06 10:00:16 +0000 2024,5,10
1854465060560622022,Journal of Ecology,"🌎The Plant Ecology of Nature-Based Solutions

A Special Feature providing:
🔸focused analysis of the #plant #ecology of #NatureBasedSolutions
🔸key insights, challenges &amp; opportunities for future research

#COP29 #COP16Biodiversity @UNBiodiversity🧵1/13 https://t.co/U8NUzykYnE",Thu Nov 07 10:04:59 +0000 2024,21,30
1854846762927673692,Ecological Forecasting Initiative,Researchers at @eco4cast are calling for greater investment in ecological forecasting to mitigate climate change in a new @NatureClimate article https://t.co/g4AT9WWHjs. Read more about their efforts https://t.co/JvkAD5lbyL.,Fri Nov 08 11:21:44 +0000 2024,8,12
